O*NET-SOC Code,Element Name,Scale ID,Data Value,OCC_CODE,LV
39-3093.00,Coordination,IM,2.75,39-3093,2.38
39-3093.00,Monitoring,IM,2.75,39-3093,2.38
39-3093.00,Reading Comprehension,IM,2.62,39-3093,2.38
39-3093.00,Critical Thinking,IM,2.5,39-3093,2.75
39-3093.00,Negotiation,IM,2.5,39-3093,2
39-3093.00,Time Management,IM,2.38,39-3093,2.12
39-4011.00,Speaking,IM,3.88,39-4011,3.75
39-4011.00,Active Listening,IM,3.75,39-4011,3.75
39-4011.00,Critical Thinking,IM,3.12,39-4011,3.12
39-4011.00,Service Orientation,IM,3.12,39-4011,3
39-4011.00,Social Perceptiveness,IM,3.12,39-4011,3.88
39-4011.00,Time Management,IM,3.12,39-4011,3.12
39-4011.00,Writing,IM,3.12,39-4011,3
39-4011.00,Active Learning,IM,3,39-4011,3
39-4011.00,Coordination,IM,3,39-4011,3
39-4011.00,Judgment and Decision Making,IM,3,39-4011,3
39-4021.00,Service Orientation,IM,3.25,39-4021,3.12
39-4021.00,Social Perceptiveness,IM,3.25,39-4021,3.25
39-4021.00,Active Listening,IM,3.12,39-4021,3.12
39-4021.00,Coordination,IM,3,39-4021,3
39-4021.00,Monitoring,IM,3,39-4021,3
39-4021.00,Speaking,IM,3,39-4021,3
39-4021.00,Reading Comprehension,IM,2.75,39-4021,2.75
39-4021.00,Critical Thinking,IM,2.62,39-4021,2.62
39-4021.00,Judgment and Decision Making,IM,2.38,39-4021,2.38
39-4021.00,Time Management,IM,2.38,39-4021,2.38
39-4031.00,Active Listening,IM,4.12,39-4031,4
39-4031.00,Social Perceptiveness,IM,4.12,39-4031,4.38
39-4031.00,Service Orientation,IM,3.88,39-4031,4
39-4031.00,Coordination,IM,3.75,39-4031,4
39-4031.00,Speaking,IM,3.75,39-4031,4
39-4031.00,Time Management,IM,3.38,39-4031,3.5
39-4031.00,Reading Comprehension,IM,3.25,39-4031,3.88
39-4031.00,Writing,IM,3.25,39-4031,3.88
39-4031.00,Critical Thinking,IM,3.12,39-4031,3.62
39-4031.00,Judgment and Decision Making,IM,3.12,39-4031,3
39-5011.00,Active Listening,IM,3.38,39-5011,3
39-5011.00,Service Orientation,IM,3.12,39-5011,3
39-5011.00,Social Perceptiveness,IM,3.12,39-5011,2.88
39-5011.00,Speaking,IM,3.12,39-5011,2.75
39-5011.00,Judgment and Decision Making,IM,3,39-5011,2.12
39-5011.00,Critical Thinking,IM,2.88,39-5011,2.75
39-5011.00,Monitoring,IM,2.88,39-5011,2.75
39-5011.00,Reading Comprehension,IM,2.75,39-5011,2.12
39-5011.00,Time Management,IM,2.62,39-5011,2.75
39-5011.00,Active Learning,IM,2.5,39-5011,2.5
39-5012.00,Active Listening,IM,3.88,39-5012,3
39-5012.00,Speaking,IM,3.75,39-5012,3
39-5012.00,Service Orientation,IM,3.62,39-5012,3.25
39-5012.00,Critical Thinking,IM,3.38,39-5012,3.5
39-5012.00,Active Learning,IM,3.25,39-5012,3
39-5012.00,Judgment and Decision Making,IM,3.25,39-5012,2.5
39-5012.00,Social Perceptiveness,IM,3.12,39-5012,3.12
39-5012.00,Complex Problem Solving,IM,3,39-5012,2.88
39-5012.00,Monitoring,IM,3,39-5012,3
39-5012.00,Reading Comprehension,IM,3,39-5012,3
39-5091.00,Speaking,IM,3.5,39-5091,3.12
39-5091.00,Active Listening,IM,3.25,39-5091,3.25
39-5091.00,Reading Comprehension,IM,3.25,39-5091,3.25
39-5091.00,Critical Thinking,IM,3.12,39-5091,3.25
39-5091.00,Judgment and Decision Making,IM,3.12,39-5091,3
39-5091.00,Active Learning,IM,3,39-5091,3.25
39-5091.00,Coordination,IM,3,39-5091,3.12
39-5091.00,Monitoring,IM,3,39-5091,3.12
39-5091.00,Social Perceptiveness,IM,3,39-5091,3
39-5091.00,Complex Problem Solving,IM,2.88,39-5091,2.75
39-5092.00,Active Listening,IM,3,39-5092,2.75
39-5092.00,Service Orientation,IM,3,39-5092,2.62
39-5092.00,Social Perceptiveness,IM,3,39-5092,2.62
39-5092.00,Speaking,IM,3,39-5092,2.62
39-5092.00,Active Learning,IM,2.75,39-5092,2.25
39-5092.00,Coordination,IM,2.75,39-5092,2.25
39-5092.00,Reading Comprehension,IM,2.75,39-5092,2.12
39-5092.00,Time Management,IM,2.75,39-5092,2.12
39-5092.00,Monitoring,IM,2.62,39-5092,2.12
39-5092.00,Persuasion,IM,2.62,39-5092,2.12
39-5093.00,Speaking,IM,3.25,39-5093,2.5
39-5093.00,Active Listening,IM,3.12,39-5093,2.62
39-5093.00,Service Orientation,IM,3,39-5093,2.75
39-5093.00,Coordination,IM,2.75,39-5093,2.62
39-5093.00,Monitoring,IM,2.75,39-5093,2.38
39-5093.00,Social Perceptiveness,IM,2.75,39-5093,2.62
39-5093.00,Critical Thinking,IM,2.5,39-5093,2.12
39-5093.00,Judgment and Decision Making,IM,2.5,39-5093,2.12
39-5093.00,Reading Comprehension,IM,2.5,39-5093,2.25
39-5093.00,Time Management,IM,2.5,39-5093,2.25
39-5094.00,Speaking,IM,3.62,39-5094,3
39-5094.00,Active Listening,IM,3.5,39-5094,3.12
39-5094.00,Service Orientation,IM,3.5,39-5094,3.38
39-5094.00,Active Learning,IM,3.12,39-5094,2.88
39-5094.00,Reading Comprehension,IM,3.12,39-5094,3.12
39-5094.00,Coordination,IM,3,39-5094,2.88
39-5094.00,Critical Thinking,IM,3,39-5094,3
39-5094.00,Monitoring,IM,3,39-5094,3
39-5094.00,Social Perceptiveness,IM,3,39-5094,2.88
39-5094.00,Judgment and Decision Making,IM,2.88,39-5094,3.12
39-6011.00,Service Orientation,IM,3.75,39-6011,3
39-6011.00,Active Listening,IM,3.62,39-6011,3.12
39-6011.00,Speaking,IM,3.62,39-6011,2.62
39-6011.00,Coordination,IM,3,39-6011,2.75
39-6011.00,Critical Thinking,IM,3,39-6011,2.75
39-6011.00,Complex Problem Solving,IM,2.88,39-6011,2.12
39-6011.00,Monitoring,IM,2.88,39-6011,2.25
39-6011.00,Reading Comprehension,IM,2.88,39-6011,2.62
39-6011.00,Social Perceptiveness,IM,2.88,39-6011,2.38
39-6011.00,Time Management,IM,2.88,39-6011,2.25
39-6012.00,Service Orientation,IM,4.25,39-6012,4
39-6012.00,Social Perceptiveness,IM,4.12,39-6012,3.12
39-6012.00,Active Listening,IM,4,39-6012,3.88
39-6012.00,Speaking,IM,4,39-6012,3.38
39-6012.00,Coordination,IM,3.5,39-6012,3
39-6012.00,Critical Thinking,IM,3.25,39-6012,3.62
39-6012.00,Judgment and Decision Making,IM,3,39-6012,2.75
39-6012.00,Monitoring,IM,3,39-6012,3
39-6012.00,Persuasion,IM,3,39-6012,2.88
39-6012.00,Reading Comprehension,IM,3,39-6012,3.25
39-7011.00,Speaking,IM,3.88,39-7011,3.25
39-7011.00,Active Listening,IM,3.25,39-7011,3.12
39-7011.00,Social Perceptiveness,IM,3.25,39-7011,3
39-7011.00,Service Orientation,IM,3.12,39-7011,2.88
39-7011.00,Coordination,IM,3,39-7011,3
39-7011.00,Monitoring,IM,3,39-7011,3
39-7011.00,Reading Comprehension,IM,3,39-7011,3
39-7011.00,Time Management,IM,3,39-7011,2.12
39-7011.00,Critical Thinking,IM,2.88,39-7011,3.12
39-7011.00,Judgment and Decision Making,IM,2.75,39-7011,2.12
39-7012.00,Service Orientation,IM,4.12,39-7012,3.88
39-7012.00,Speaking,IM,4,39-7012,3.25
39-7012.00,Active Listening,IM,3.88,39-7012,4
39-7012.00,Social Perceptiveness,IM,3.88,39-7012,3.25
39-7012.00,Coordination,IM,3.75,39-7012,3.62
39-7012.00,Persuasion,IM,3.75,39-7012,3.38
39-7012.00,Reading Comprehension,IM,3.25,39-7012,3.75
39-7012.00,Time Management,IM,3.25,39-7012,3
39-7012.00,Active Learning,IM,3.12,39-7012,3
39-7012.00,Complex Problem Solving,IM,3.12,39-7012,3.12
39-9011.00,Monitoring,IM,3.5,39-9011,3.12
39-9011.00,Service Orientation,IM,3.38,39-9011,3.25
39-9011.00,Social Perceptiveness,IM,3.25,39-9011,3.25
39-9011.00,Active Listening,IM,3.12,39-9011,3
39-9011.00,Coordination,IM,3.12,39-9011,3
39-9011.00,Critical Thinking,IM,3.12,39-9011,3
39-9011.00,Speaking,IM,3.12,39-9011,3
39-9011.00,Active Learning,IM,3,39-9011,3
39-9011.00,Complex Problem Solving,IM,3,39-9011,2.88
39-9011.00,Instructing,IM,3,39-9011,2.88
39-9011.01,Active Listening,IM,3.88,39-9011,3
39-9011.01,Monitoring,IM,3.88,39-9011,3.5
39-9011.01,Social Perceptiveness,IM,3.88,39-9011,3.75
39-9011.01,Service Orientation,IM,3.75,39-9011,3.5
39-9011.01,Speaking,IM,3.75,39-9011,3
39-9011.01,Critical Thinking,IM,3.62,39-9011,3.12
39-9011.01,Judgment and Decision Making,IM,3.62,39-9011,3
39-9011.01,Persuasion,IM,3.62,39-9011,3.12
39-9011.01,Coordination,IM,3.5,39-9011,3.12
39-9011.01,Time Management,IM,3.5,39-9011,3
39-9031.00,Instructing,IM,4,39-9031,3.62
39-9031.00,Service Orientation,IM,3.88,39-9031,3.25
39-9031.00,Speaking,IM,3.5,39-9031,3.25
39-9031.00,Active Listening,IM,3.25,39-9031,3.25
39-9031.00,Learning Strategies,IM,3.25,39-9031,3.62
39-9031.00,Monitoring,IM,3.25,39-9031,3.62
39-9031.00,Social Perceptiveness,IM,3.25,39-9031,3.25
39-9031.00,Active Learning,IM,3,39-9031,2.88
39-9031.00,Coordination,IM,3,39-9031,3
39-9031.00,Critical Thinking,IM,3,39-9031,3.12
39-9032.00,Active Listening,IM,4,39-9032,4
39-9032.00,Coordination,IM,4,39-9032,4
39-9032.00,Service Orientation,IM,4,39-9032,3.75
39-9032.00,Social Perceptiveness,IM,4,39-9032,4
39-9032.00,Speaking,IM,4,39-9032,4
39-9032.00,Instructing,IM,3.75,39-9032,3.38
39-9032.00,Monitoring,IM,3.75,39-9032,3.38
39-9032.00,Critical Thinking,IM,3.25,39-9032,3.62
39-9032.00,Time Management,IM,3.25,39-9032,3.12
39-9032.00,Active Learning,IM,3.12,39-9032,3.12
39-9041.00,Social Perceptiveness,IM,4,39-9041,3.5
39-9041.00,Active Listening,IM,3.88,39-9041,3.88
39-9041.00,Coordination,IM,3.75,39-9041,3.38
39-9041.00,Monitoring,IM,3.75,39-9041,3.62
39-9041.00,Speaking,IM,3.75,39-9041,3.88
39-9041.00,Critical Thinking,IM,3.62,39-9041,4
39-9041.00,Negotiation,IM,3.62,39-9041,3
39-9041.00,Service Orientation,IM,3.62,39-9041,3.12
39-9041.00,Time Management,IM,3.62,39-9041,3.25
39-9041.00,Persuasion,IM,3.38,39-9041,3
41-1011.00,Active Listening,IM,3.88,41-1011,3.62
41-1011.00,Service Orientation,IM,3.75,41-1011,3.75
41-1011.00,Speaking,IM,3.75,41-1011,3.88
41-1011.00,Coordination,IM,3.5,41-1011,3.62
41-1011.00,Critical Thinking,IM,3.5,41-1011,3.88
41-1011.00,Monitoring,IM,3.5,41-1011,3.88
41-1011.00,Social Perceptiveness,IM,3.5,41-1011,3.75
41-1011.00,Instructing,IM,3.25,41-1011,3.62
41-1011.00,Management of Personnel Resources,IM,3.25,41-1011,3.62
41-1011.00,Negotiation,IM,3.25,41-1011,3.62
41-1012.00,Active Listening,IM,4,41-1012,4
41-1012.00,Management of Personnel Resources,IM,4,41-1012,4
41-1012.00,Monitoring,IM,4,41-1012,4.25
41-1012.00,Speaking,IM,4,41-1012,4
41-1012.00,Coordination,IM,3.88,41-1012,4
41-1012.00,Judgment and Decision Making,IM,3.88,41-1012,3.88
41-1012.00,Social Perceptiveness,IM,3.88,41-1012,4
41-1012.00,Time Management,IM,3.88,41-1012,4
41-1012.00,Persuasion,IM,3.75,41-1012,3.88
41-1012.00,Complex Problem Solving,IM,3.62,41-1012,3.62
41-2011.00,Service Orientation,IM,3.12,41-2011,2.88
41-2011.00,Active Listening,IM,3,41-2011,2.88
41-2011.00,Social Perceptiveness,IM,3,41-2011,2.75
41-2011.00,Speaking,IM,3,41-2011,2.62
41-2011.00,Coordination,IM,2.75,41-2011,2.62
41-2011.00,Critical Thinking,IM,2.75,41-2011,2.75
41-2011.00,Reading Comprehension,IM,2.75,41-2011,2.62
41-2011.00,Mathematics,IM,2.62,41-2011,2.12
41-2011.00,Monitoring,IM,2.62,41-2011,2.38
41-2011.00,Time Management,IM,2.62,41-2011,2.5
41-2012.00,Reading Comprehension,IM,3.12,41-2012,3
41-2012.00,Active Listening,IM,3,41-2012,3
41-2012.00,Coordination,IM,3,41-2012,2.38
41-2012.00,Service Orientation,IM,3,41-2012,2.88
41-2012.00,Social Perceptiveness,IM,3,41-2012,2.12
41-2012.00,Speaking,IM,3,41-2012,2.75
41-2012.00,Complex Problem Solving,IM,2.88,41-2012,2.25
41-2012.00,Critical Thinking,IM,2.88,41-2012,2.88
41-2012.00,Mathematics,IM,2.88,41-2012,2.5
41-2012.00,Monitoring,IM,2.88,41-2012,2.5
41-2021.00,Active Listening,IM,3.75,41-2021,3.12
41-2021.00,Service Orientation,IM,3.38,41-2021,3.25
41-2021.00,Speaking,IM,3.38,41-2021,3
41-2021.00,Reading Comprehension,IM,3.25,41-2021,3.12
41-2021.00,Critical Thinking,IM,3.12,41-2021,2.88
41-2021.00,Social Perceptiveness,IM,3.12,41-2021,2.88
41-2021.00,Coordination,IM,3,41-2021,3
41-2021.00,Monitoring,IM,3,41-2021,2.88
41-2021.00,Time Management,IM,3,41-2021,2.38
41-2021.00,Writing,IM,3,41-2021,3
41-2022.00,Active Listening,IM,4,41-2022,3.88
41-2022.00,Speaking,IM,4,41-2022,3.38
41-2022.00,Persuasion,IM,3.75,41-2022,3.25
41-2022.00,Reading Comprehension,IM,3.62,41-2022,3.12
41-2022.00,Service Orientation,IM,3.62,41-2022,3.12
41-2022.00,Social Perceptiveness,IM,3.38,41-2022,2.88
41-2022.00,Critical Thinking,IM,3.25,41-2022,3.25
41-2022.00,Monitoring,IM,3.12,41-2022,3
41-2022.00,Judgment and Decision Making,IM,3,41-2022,2.88
41-2022.00,Time Management,IM,3,41-2022,2.75
41-2031.00,Persuasion,IM,3.88,41-2031,4
41-2031.00,Active Listening,IM,3.75,41-2031,3.75
41-2031.00,Service Orientation,IM,3.75,41-2031,3.88
41-2031.00,Speaking,IM,3.75,41-2031,3.12
41-2031.00,Negotiation,IM,3.5,41-2031,3.75
41-2031.00,Social Perceptiveness,IM,3.5,41-2031,3.12
41-2031.00,Critical Thinking,IM,3.12,41-2031,3.12
41-2031.00,Active Learning,IM,3,41-2031,2.88
41-2031.00,Coordination,IM,3,41-2031,3
41-2031.00,Monitoring,IM,3,41-2031,3.12
41-3011.00,Speaking,IM,4.12,41-3011,4
41-3011.00,Persuasion,IM,4,41-3011,4
41-3011.00,Service Orientation,IM,3.88,41-3011,3.75
41-3011.00,Social Perceptiveness,IM,3.88,41-3011,3.62
41-3011.00,Active Listening,IM,3.75,41-3011,4
41-3011.00,Negotiation,IM,3.75,41-3011,3.88
41-3011.00,Reading Comprehension,IM,3.38,41-3011,3.88
41-3011.00,Critical Thinking,IM,3.25,41-3011,3.75
41-3011.00,Judgment and Decision Making,IM,3.25,41-3011,3.25
41-3011.00,Coordination,IM,3.12,41-3011,3.25
41-3021.00,Reading Comprehension,IM,4,41-3021,4
41-3021.00,Active Listening,IM,3.88,41-3021,4
41-3021.00,Speaking,IM,3.88,41-3021,4
41-3021.00,Critical Thinking,IM,3.75,41-3021,3.88
41-3021.00,Persuasion,IM,3.62,41-3021,3.88
41-3021.00,Writing,IM,3.62,41-3021,3.62
41-3021.00,Time Management,IM,3.5,41-3021,3
41-3021.00,Service Orientation,IM,3.38,41-3021,3.5
41-3021.00,Negotiation,IM,3.25,41-3021,3.38
41-3021.00,Social Perceptiveness,IM,3.12,41-3021,3
41-3031.00,Active Listening,IM,3.75,41-3031,3.88
41-3031.00,Critical Thinking,IM,3.75,41-3031,3.75
41-3031.00,Judgment and Decision Making,IM,3.62,41-3031,3.5
41-3031.00,Monitoring,IM,3.62,41-3031,3.75
41-3031.00,Active Learning,IM,3.5,41-3031,3.75
41-3031.00,Persuasion,IM,3.5,41-3031,3.62
41-3031.00,Reading Comprehension,IM,3.5,41-3031,3.75
41-3031.00,Speaking,IM,3.5,41-3031,3.75
41-3031.00,Complex Problem Solving,IM,3.38,41-3031,3.5
41-3031.00,Social Perceptiveness,IM,3.38,41-3031,3.25
41-3041.00,Active Listening,IM,4.12,41-3041,4
41-3041.00,Service Orientation,IM,4.12,41-3041,4
41-3041.00,Reading Comprehension,IM,4,41-3041,3.75
41-3041.00,Speaking,IM,4,41-3041,3.12
41-3041.00,Social Perceptiveness,IM,3.75,41-3041,3.12
41-3041.00,Persuasion,IM,3.62,41-3041,3.5
41-3041.00,Judgment and Decision Making,IM,3.38,41-3041,3
41-3041.00,Active Learning,IM,3.12,41-3041,3.12
41-3041.00,Coordination,IM,3.12,41-3041,2.88
41-3041.00,Critical Thinking,IM,3.12,41-3041,3.75
41-4011.00,Persuasion,IM,4.25,41-4011,4
41-4011.00,Speaking,IM,4.25,41-4011,4
41-4011.00,Active Listening,IM,4.12,41-4011,4.12
41-4011.00,Negotiation,IM,4,41-4011,4
41-4011.00,Social Perceptiveness,IM,3.88,41-4011,3.75
41-4011.00,Reading Comprehension,IM,3.75,41-4011,4.12
41-4011.00,Service Orientation,IM,3.75,41-4011,3.38
41-4011.00,Coordination,IM,3.62,41-4011,3.38
41-4011.00,Active Learning,IM,3.5,41-4011,3.75
41-4011.00,Complex Problem Solving,IM,3.38,41-4011,3.12
41-4011.07,Speaking,IM,4,41-4011,4
41-4011.07,Persuasion,IM,3.62,41-4011,3.88
41-4011.07,Reading Comprehension,IM,3.62,41-4011,3.62
41-4011.07,Service Orientation,IM,3.62,41-4011,3.75
41-4011.07,Active Listening,IM,3.5,41-4011,3.75
41-4011.07,Critical Thinking,IM,3.5,41-4011,3.62
41-4011.07,Social Perceptiveness,IM,3.5,41-4011,3.12
41-4011.07,Negotiation,IM,3.25,41-4011,3.62
41-4011.07,Active Learning,IM,3.12,41-4011,3
41-4011.07,Complex Problem Solving,IM,3.12,41-4011,3.12
41-4012.00,Active Listening,IM,4,41-4012,4
41-4012.00,Speaking,IM,4,41-4012,4
41-4012.00,Negotiation,IM,3.75,41-4012,3.88
41-4012.00,Persuasion,IM,3.75,41-4012,4
41-4012.00,Social Perceptiveness,IM,3.75,41-4012,3.5
41-4012.00,Critical Thinking,IM,3.5,41-4012,3.75
41-4012.00,Reading Comprehension,IM,3.38,41-4012,3.75
41-4012.00,Writing,IM,3.25,41-4012,3.25
41-4012.00,Active Learning,IM,3.12,41-4012,3.25
41-4012.00,Complex Problem Solving,IM,3.12,41-4012,3
41-9011.00,Active Listening,IM,3.88,41-9011,3.62
41-9011.00,Speaking,IM,3.88,41-9011,3.88
41-9011.00,Persuasion,IM,3.5,41-9011,3.88
41-9011.00,Reading Comprehension,IM,3.25,41-9011,3.25
41-9011.00,Service Orientation,IM,3.25,41-9011,3.12
41-9011.00,Complex Problem Solving,IM,3,41-9011,2.38
41-9011.00,Coordination,IM,3,41-9011,3.25
41-9011.00,Critical Thinking,IM,3,41-9011,3
41-9011.00,Judgment and Decision Making,IM,3,41-9011,2.62
41-9011.00,Monitoring,IM,3,41-9011,3.12
41-9012.00,Social Perceptiveness,IM,2.88,41-9012,2.62
41-9012.00,Active Listening,IM,2.75,41-9012,2.62
41-9012.00,Speaking,IM,2.75,41-9012,2.12
41-9012.00,Coordination,IM,2.62,41-9012,2
41-9012.00,Critical Thinking,IM,2.62,41-9012,1.88
41-9012.00,Reading Comprehension,IM,2.5,41-9012,2
41-9012.00,Time Management,IM,2.5,41-9012,2
41-9012.00,Judgment and Decision Making,IM,2.12,41-9012,1.88
41-9012.00,Negotiation,IM,2,41-9012,1.75
41-9012.00,Persuasion,IM,2,41-9012,1.75
41-9021.00,Speaking,IM,4,41-9021,4
41-9021.00,Active Listening,IM,3.88,41-9021,4
41-9021.00,Critical Thinking,IM,3.88,41-9021,3.88
41-9021.00,Reading Comprehension,IM,3.88,41-9021,4.12
41-9021.00,Active Learning,IM,3.62,41-9021,3.75
41-9021.00,Negotiation,IM,3.62,41-9021,4
41-9021.00,Persuasion,IM,3.5,41-9021,4
41-9021.00,Judgment and Decision Making,IM,3.38,41-9021,4
41-9021.00,Social Perceptiveness,IM,3.38,41-9021,3.12
41-9021.00,Writing,IM,3.38,41-9021,3.5
41-9022.00,Active Listening,IM,4,41-9022,4
41-9022.00,Speaking,IM,4,41-9022,4
41-9022.00,Negotiation,IM,3.88,41-9022,3.88
41-9022.00,Coordination,IM,3.75,41-9022,3.62
41-9022.00,Social Perceptiveness,IM,3.75,41-9022,3.75
41-9022.00,Critical Thinking,IM,3.62,41-9022,4
41-9022.00,Persuasion,IM,3.62,41-9022,4.12
41-9022.00,Service Orientation,IM,3.5,41-9022,3.75
41-9022.00,Reading Comprehension,IM,3.38,41-9022,4
41-9022.00,Time Management,IM,3.38,41-9022,3.12
41-9031.00,Persuasion,IM,4.12,41-9031,4.25
41-9031.00,Speaking,IM,4.12,41-9031,4.25
41-9031.00,Active Listening,IM,4,41-9031,4.12
41-9031.00,Critical Thinking,IM,4,41-9031,4
41-9031.00,Judgment and Decision Making,IM,4,41-9031,4
41-9031.00,Reading Comprehension,IM,4,41-9031,4.88
41-9031.00,Social Perceptiveness,IM,4,41-9031,3.88
41-9031.00,Complex Problem Solving,IM,3.88,41-9031,4
41-9031.00,Negotiation,IM,3.88,41-9031,4
41-9031.00,Active Learning,IM,3.75,41-9031,4.12
41-9041.00,Persuasion,IM,4.12,41-9041,3.62
41-9041.00,Speaking,IM,4.12,41-9041,3.75
41-9041.00,Active Listening,IM,4,41-9041,3.88
41-9041.00,Service Orientation,IM,3.5,41-9041,3.12
41-9041.00,Reading Comprehension,IM,3.25,41-9041,3.25
41-9041.00,Social Perceptiveness,IM,3.25,41-9041,3
41-9041.00,Critical Thinking,IM,3,41-9041,3.12
41-9041.00,Negotiation,IM,3,41-9041,2.62
41-9041.00,Coordination,IM,2.5,41-9041,2.25
41-9041.00,Writing,IM,2.5,41-9041,2.5
41-9091.00,Persuasion,IM,4,41-9091,4
41-9091.00,Speaking,IM,4,41-9091,3.38
41-9091.00,Social Perceptiveness,IM,3.75,41-9091,3.12
41-9091.00,Service Orientation,IM,3.62,41-9091,3.12
41-9091.00,Active Listening,IM,3.38,41-9091,3.12
41-9091.00,Coordination,IM,3.25,41-9091,3.12
41-9091.00,Negotiation,IM,3.25,41-9091,3.38
41-9091.00,Judgment and Decision Making,IM,3,41-9091,2.88
41-9091.00,Reading Comprehension,IM,3,41-9091,2.75
41-9091.00,Critical Thinking,IM,2.88,41-9091,3.12
43-1011.00,Active Listening,IM,4,43-1011,3.88
43-1011.00,Coordination,IM,4,43-1011,3.75
43-1011.00,Monitoring,IM,4,43-1011,4
43-1011.00,Reading Comprehension,IM,4,43-1011,3.75
43-1011.00,Social Perceptiveness,IM,4,43-1011,3.88
43-1011.00,Speaking,IM,4,43-1011,4
43-1011.00,Critical Thinking,IM,3.88,43-1011,3.88
43-1011.00,Active Learning,IM,3.75,43-1011,3.75
43-1011.00,Instructing,IM,3.75,43-1011,3.62
43-1011.00,Judgment and Decision Making,IM,3.75,43-1011,3.12
43-2011.00,Active Listening,IM,4,43-2011,3
43-2011.00,Speaking,IM,3.88,43-2011,2.88
43-2011.00,Social Perceptiveness,IM,3.5,43-2011,3
43-2011.00,Service Orientation,IM,3.12,43-2011,2.88
43-2011.00,Coordination,IM,3,43-2011,2.62
43-2011.00,Reading Comprehension,IM,3,43-2011,2.88
43-2011.00,Monitoring,IM,2.88,43-2011,2.5
43-2011.00,Critical Thinking,IM,2.75,43-2011,2.75
43-2011.00,Time Management,IM,2.75,43-2011,2.25
43-2011.00,Writing,IM,2.75,43-2011,2.38
43-2021.00,Active Listening,IM,4,43-2021,3.62
43-2021.00,Speaking,IM,4,43-2021,3.38
43-2021.00,Service Orientation,IM,3.5,43-2021,3.12
43-2021.00,Social Perceptiveness,IM,3.12,43-2021,2.88
43-2021.00,Critical Thinking,IM,3,43-2021,2.88
43-2021.00,Reading Comprehension,IM,3,43-2021,2.88
43-2021.00,Monitoring,IM,2.75,43-2021,2.25
43-2021.00,Complex Problem Solving,IM,2.62,43-2021,2.5
43-2021.00,Coordination,IM,2.5,43-2021,2.25
43-2021.00,Time Management,IM,2.5,43-2021,2
43-3011.00,Active Listening,IM,3.88,43-3011,3.62
43-3011.00,Speaking,IM,3.88,43-3011,3.62
43-3011.00,Persuasion,IM,3.38,43-3011,3.62
43-3011.00,Social Perceptiveness,IM,3.38,43-3011,3
43-3011.00,Writing,IM,3.25,43-3011,3.12
43-3011.00,Critical Thinking,IM,3.12,43-3011,3.5
43-3011.00,Reading Comprehension,IM,3.12,43-3011,3.62
43-3011.00,Monitoring,IM,3,43-3011,2.88
43-3011.00,Negotiation,IM,3,43-3011,3.12
43-3011.00,Service Orientation,IM,3,43-3011,2.75
43-3021.00,Reading Comprehension,IM,3.62,43-3021,3.38
43-3021.00,Mathematics,IM,3.25,43-3021,2.88
43-3021.00,Active Listening,IM,3.12,43-3021,3.38
43-3021.00,Critical Thinking,IM,3.12,43-3021,3.25
43-3021.00,Monitoring,IM,3.12,43-3021,2.62
43-3021.00,Speaking,IM,3.12,43-3021,3.12
43-3021.00,Time Management,IM,3.12,43-3021,2.75
43-3021.00,Writing,IM,3,43-3021,2.88
43-3021.00,Complex Problem Solving,IM,2.88,43-3021,2.62
43-3021.00,Judgment and Decision Making,IM,2.88,43-3021,2.75
43-3031.00,Mathematics,IM,3.38,43-3031,3.38
43-3031.00,Active Listening,IM,3.25,43-3031,3.75
43-3031.00,Critical Thinking,IM,3.25,43-3031,3.25
43-3031.00,Reading Comprehension,IM,3.25,43-3031,3.75
43-3031.00,Speaking,IM,3.12,43-3031,3.12
43-3031.00,Writing,IM,3.12,43-3031,3.12
43-3031.00,Monitoring,IM,3,43-3031,2.88
43-3031.00,Time Management,IM,3,43-3031,2.88
43-3031.00,Complex Problem Solving,IM,2.88,43-3031,2.88
43-3031.00,Coordination,IM,2.88,43-3031,2.75
43-3041.00,Speaking,IM,3.5,43-3041,3
43-3041.00,Active Listening,IM,3.25,43-3041,3.12
43-3041.00,Mathematics,IM,3.25,43-3041,2.88
43-3041.00,Critical Thinking,IM,3,43-3041,3.25
43-3041.00,Monitoring,IM,3,43-3041,3
43-3041.00,Reading Comprehension,IM,3,43-3041,3
43-3041.00,Service Orientation,IM,3,43-3041,3
43-3041.00,Social Perceptiveness,IM,3,43-3041,3
43-3041.00,Time Management,IM,3,43-3041,2.75
43-3041.00,Writing,IM,3,43-3041,3
43-3051.00,Reading Comprehension,IM,3.88,43-3051,3.75
43-3051.00,Active Listening,IM,3.75,43-3051,3.38
43-3051.00,Mathematics,IM,3.25,43-3051,3.12
43-3051.00,Critical Thinking,IM,3.12,43-3051,3.12
43-3051.00,Speaking,IM,3.12,43-3051,3.12
43-3051.00,Writing,IM,3.12,43-3051,3.12
43-3051.00,Complex Problem Solving,IM,3,43-3051,3
43-3051.00,Monitoring,IM,3,43-3051,3
43-3051.00,Service Orientation,IM,3,43-3051,2.75
43-3051.00,Judgment and Decision Making,IM,2.88,43-3051,2.88
43-3061.00,Reading Comprehension,IM,4,43-3061,4
43-3061.00,Speaking,IM,4,43-3061,3.88
43-3061.00,Active Listening,IM,3.88,43-3061,4
43-3061.00,Critical Thinking,IM,3.75,43-3061,3.75
43-3061.00,Monitoring,IM,3.62,43-3061,3
43-3061.00,Social Perceptiveness,IM,3.62,43-3061,3
