business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
8W03O-MpzfkYRgxuagrcPA,Jimmy John's,10566 Baptist Church Rd,St. Louis,MO,63128,38.5242512,-90.3605575,3.5,13,1,"Delis, Restaurants, Food Delivery Services, Fast Food, Sandwiches, Food",,True,,1,,True,True,True,u'no',,True,False,,,False,,,,,,,,True,,,,,,,,,,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
BVKO9TaeTmbbuRlwxQ423g,The Vitamin Shoppe,7025 S. Lindbergh Blvd,St. Louis,MO,63125,38.5090095,-90.3305046,5,5,1,"Vitamins & Supplements, Drugstores, Shopping",,True,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:0-20:30,10:0-20:30,10:0-20:30,10:0-18:0,9:30-19:0,10:0-18:0
nTlcaDOHHgre30yKlGTQoQ,CSL Plasma,165 Concord Plaza Shopping Ctr,St. Louis,MO,63128,38.523421,-90.3628715,1,7,1,"Health & Medical, Blood & Plasma Donation Centers, Medical Centers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,8:0-12:0,8:0-16:0
kSNkNzXU8l-x_h0desmm1Q,Stage Left Grille,541 N Grand Blvd,St. Louis,MO,63103,38.639273907,-90.2316115227,4,17,1,"Restaurants, Breakfast & Brunch, American (Traditional), Diners",,True,,2,,True,False,False,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,True,False,,u'full_bar',True,,"{'touristy': True, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': False, 'trendy': True, 'upscale': None, 'classy': None, 'casual': True}",True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,11:0-14:30,11:0-14:30,11:0-14:30,8:0-14:30,8:0-14:30,8:0-14:30
t90Tf--fJzV3DtfSY3ggDw,Jiffy Lube,4592 Manchester Rd,St. Louis,MO,63110,38.6259097,-90.2646735,3.5,54,1,"Automotive, Auto Repair, Oil Change Stations",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-18:0,7:0-17:0,9:0-16:0
t-VQvboEgd-S9oXn6wa_FQ,MrBeast Burger,"",St. Louis,MO,63131,38.632422,-90.4064495307,1.5,7,1,"Food, Restaurants, Food Delivery Services, Burgers",,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
H9ZuO-imuJjg9DgVvRkb8A,El Guanaco,10633 Page Ave,St. Louis,MO,63132,38.6924894,-90.3952547,5,8,1,"Honduran, Restaurants, Mexican, Salvadoran, Latin American",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
UiZ2-Zq1SqZAC5HnfNNZFA,Pietro's,3801 Watson Rd,St. Louis,MO,63109,38.59562,-90.30146,4,109,1,"Italian, Restaurants",,True,True,2,,True,False,True,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,True,True,,u'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}",,True,,u'quiet',"{u'breakfast': False, u'brunch': False, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}",,,,,,,,,,,,,,,,11:0-20:30,11:0-20:30,11:0-20:30,11:0-21:30,11:0-21:30,
H3mw9tUmKC6bYnAS1g4ANQ,"Mona's, An American-Italian Joint",5257 Shaw Ave,St. Louis,MO,63110,38.6184272,-90.2741883,4,107,0,"Pizza, Italian, Restaurants, American (New), Breakfast & Brunch",,True,False,2,,True,False,True,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,False,False,u'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}",True,True,,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",False,,,,,,,,,,,,,,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,10:0-20:0
nXy23HtxgJCXivPrL9tY7g,Hermann London Real Estate Group,7350 Manchester Ave,St. Louis,MO,63143,38.6126047,-90.3187725,3,9,1,"Real Estate Agents, Real Estate Services, Real Estate, Home Services, Commercial Real Estate, Property Management",,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-18:0,
4LrN3iUtjMXUxilzE_xMVw,McDonald's,7241 Gravois Ave,St. Louis,MO,63116,38.5656645233,-90.292557925,1,31,1,"Coffee & Tea, Restaurants, Burgers, Food, Fast Food",,True,True,1,,True,True,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,False,True,u'average',,,,,,,,,,,,,,,,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0
aE4P7zsKWnB53dgHE7tJUg,Bluewood Brewing,1821 Cherokee St,St. Louis,MO,63118,38.5927045,-90.2183843,4,29,1,"Food, Breweries",,True,,,,,,,,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",,,,,,True,,,,,,,,u'loud',,,,,,,,,,,,,,,,,,11:0-20:0,11:0-20:0,11:0-21:0,11:0-21:0,11:0-20:0
vEnl_36bAmy6GpUQfPGGkw,Lady Jane's Haircuts For Men,1766 S Hanley Rd,St. Louis,MO,63144,38.6232812,-90.333767,2.5,18,1,"Barbers, Hair Salons, Waxing, Beauty & Spas, Skin Care, Men's Hair Salons, Hair Removal",False,True,True,1,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,9:0-20:0,9:0-18:0,10:0-17:0
_CA6lnbbROgbJGkiVtICSQ,South County Family YMCA,12736 Southfork Rd,St. Louis,MO,63128,38.5015511255,-90.3824011686,2.5,11,1,"Swimming Lessons/Schools, Gyms, Child Care & Day Care, Active Life, Specialty Schools, Pilates, Tutoring Centers, Trainers, Education, Swimming Pools, Fitness & Instruction, Local Services",False,True,True,,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,True,,,,,,,,False,,,,,,,,,,,,,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-20:0,9:0-13:0,9:0-15:0
Tr15iwMqN7b5AmlPJ71VgA,Crawling Crab,"",St. Louis,MO,63138,38.7994436,-90.2057108,3,9,1,"Food Delivery Services, Food, Restaurants, Seafood",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vzEby_Rq57QUi3pr9v4Yjg,St. Louis Bread,130 S County Center Way,St. Louis,MO,63129,38.504341,-90.329727,2.5,29,1,"Restaurants, Sandwiches, Bagels, Food, Breakfast & Brunch, Soup, Salad",,True,True,2,,True,True,True,'free',"{u'valet': False, u'garage': False, u'street': False, u'lot': None, u'validated': False}",,,False,True,False,,u'none',True,u'casual',"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': None, 'casual': True}",,True,True,u'average',"{'dessert': None, 'latenight': None, 'lunch': None, 'dinner': None, 'brunch': True, 'breakfast': None}",,,,,,,,,,,,,,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-20:0
wF6K_x9USBlEHzKcBWc0mA,Proctor Drapery,3108 Cherry Ave,St. Louis,MO,63143,38.6075347,-90.3192461,3,6,1,"Shades & Blinds, Interior Design, Shutters, Home Services",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,,
w22r6h9D_Sc7JVMelcpOTQ,The Pasta House,"1701 Lambert International Airport, Terminal 1, Main Terminal",St. Louis,MO,63074,38.7265010614,-90.3865814209,2.5,36,1,"Italian, Restaurants, Food, Specialty Food, Pasta Shops",,True,False,2,,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,True,False,,u'full_bar',True,u'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,False,,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0
j815IW5SEIeMBi7tXFAdnA,Calvert's Express Auto Service & Tire,4723 Hampton Ave,St. Louis,MO,63109,38.5872535,-90.2928609,2,20,1,"Automotive, Tires, Auto Repair, Windshield Installation & Repair",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,7:30-18:0,,
BMPAdbV1u_TSuzpo-ZWRZg,Sport Clips Haircuts of South County,4037 Union Rd,St. Louis,MO,63129,38.5093075148,-90.3332202212,2.5,11,1,"Hair Salons, Hair Stylists, Beauty & Spas, Barbers, Men's Hair Salons",False,True,True,,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,False,,,,,,,,,"{'straightperms': False, 'coloring': False, 'extensions': False, 'africanamerican': True, 'curly': True, 'kids': True, 'perms': False, 'asian': True}",,,,,9:0-18:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-18:0,10:0-18:0
ZC1uwQ8zzWJG_3EGcPvVeA,Salinas 2,4601 Gravois Ave,St. Louis,MO,63116,38.5844025385,-90.2641785065,3,5,0,"Restaurants, Mexican",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-1:30,11:0-1:30,11:0-21:0
hQMiB0cZVOjyThqgKlQrSA,Golden Grocer Natural Foods,4501 Chouteau Ave,St. Louis,MO,63110,38.630835,-90.2609599,4,19,0,"Specialty Food, Food, Health Markets",,True,True,2,,True,,False,,"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-19:0,
5SlZ7LBB92gfJKTCgOjIqA,SpringHill Suites by Marriott St. Louis Airport/Earth City,3099 Rider Trail South,St. Louis,MO,63044,38.7533468,-90.447828,3.5,23,1,"Venues & Event Spaces, Hotels, Event Planning & Services, Hotels & Travel",,True,,2,,,,,u'free',,True,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
5HgQyP9MfSXW-5HeCYL-VQ,Cones+ Cups,2800 McNair Ave,St. Louis,MO,63118,38.6019904,-90.2199301,4.5,31,1,"Food, Vegan, Restaurants, Ice Cream & Frozen Yogurt",,True,,,,True,True,False,u'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,True,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,u'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
sHQYOR4ikSIOkS1C8Osv3w,Abbott EMS,2500 Abbott Place,St. Louis,MO,63143,38.614879,-90.304278,2.5,6,1,"Medical Transportation, Transportation, Doctors, Emergency Medicine, Hotels & Travel, Health & Medical",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rHEbFMtBXq90Dx_yoN-n1g,McCallum Place Eating Disorder Center,"231 W Lockwood Ave, Ste 202",St. Louis,MO,63119,38.5935688892,-90.3629563,3,11,1,"Counseling & Mental Health, Doctors, Health & Medical, Addiction Medicine",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Da0i1u6dZjBoBSB4oAt5JA,Jiffy Lube,9998 Manchester Rd.,St. Louis,MO,63122,38.603238,-90.3842109,4.5,32,1,"Oil Change Stations, Auto Repair, Automotive",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-17:0,10:0-16:0
DPuOPRXvfhCEGbNouufiDg,Vetta Sports Concord,12320 Old Tesson Rd,St. Louis,MO,63128,38.511319,-90.370593,3.5,8,1,"Leisure Centers, Active Life, Sports Clubs, Tennis, Soccer",True,,False,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,9:0-22:0,8:30-12:0,16:0-22:0
qsemckCJFzXmafT7XUWMuA,The Get Down,1449 S Vandeventer Ave,St. Louis,MO,63110,38.624438,-90.253431,4.5,22,1,"Bars, Sports Bars, American (Traditional), Nightlife, Sandwiches, Restaurants, Cocktail Bars, Lounges, Food",False,True,True,2,False,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,True,True,True,u'full_bar',,,"{u'divey': None, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': None, u'romantic': None, u'classy': None, u'upscale': None}",True,,,u'average',,False,u'outdoor',,,,"{u'monday': False, u'tuesday': False, u'wednesday': False, u'thursday': False, u'friday': False, u'saturday': False, u'sunday': False}",False,False,,,,,,,0:0-0:0,16:0-1:30,16:0-1:30,16:0-1:30,16:0-1:30,16:0-1:30,16:0-0:0
_iuer-e5Exq3w5Zkf1sOEg,Positive Energy Electrical Contractors,"",St. Louis,MO,63109,38.5844193,-90.2948797,5,5,0,"Contractors, Home Services, Electricians, Home Automation",False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,8:0-16:30,8:0-16:30,8:0-16:30,8:0-16:30,8:0-16:30,,
aI0BLCA2XFefXRqgT8Iz5A,Telle Tire & Auto Centers,4101 Lindell Blvd,St. Louis,MO,63108,38.640358,-90.245938,3.5,42,1,"Automotive, Auto Repair, Transmission Repair, Tires, Smog Check Stations",,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,7:30-17:30,,
67gLKhR8VQETUL4M9cmQwg,The Juice,2640 Cherokee St,St. Louis,MO,63118,38.5933714,-90.2272287,4.5,20,0,"Juice Bars & Smoothies, Food, Creperies, Restaurants, Sandwiches, Breakfast & Brunch",,True,True,1,,True,True,,u'free',,,,True,,False,,,False,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,True,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,7:30-1:0,7:30-1:0,7:30-1:0,7:30-1:0,11:0-1:0,12:0-0:0
_Xck5LIn0CnWGRLfKv1J6g,Firehouse Subs,"3949 Lindell Blvd, Ste 2-B",St. Louis,MO,63108,38.6400341,-90.2427175,3.5,7,1,"Sandwiches, Restaurants, Fast Food, Delis",,,,,,True,True,True,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-16:0,10:30-19:30,10:30-19:30
kJiVGHWyW9lrIJmbdEJXFg,Starbucks,7333 Lindbergh,St. Louis,MO,63125,38.506831,-90.3266270086,3,27,1,"Food, Coffee & Tea",,True,True,2,,True,,,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:30-21:0
MeGyMt8nTjRAe_1YMh-nhQ,Clipper Tree & Landscape,"7208 Weil Ave, Ste A",St. Louis,MO,63119,38.585533664,-90.3222232565,4.5,12,1,"Tree Services, Home & Garden, Gardeners, Nurseries & Gardening, Home Services, Landscaping, Shopping",False,True,,2,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,8:0-16:30,8:0-16:30,8:0-16:30,8:0-16:30,8:0-16:30,,
M-jVF2A2wXYMm8312MYP6A,Rachel Ray's Cleaning Service,"",St. Louis,MO,63125,38.5161654,-90.2901815,4,10,1,"Housing Cooperatives, Real Estate, Professional Services, Home Cleaning, Home Services, Office Cleaning",False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,7:0-19:0,7:0-19:0,7:0-19:0,7:0-19:0,9:0-17:0,9:0-17:0
NrebjbqpbDEz_pVYJ3aKIA,Gateway Chimney Service,"",St. Louis,MO,63139,38.6159025,-90.2948797,5,5,1,"Chimney Sweeps, Home Services",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cmw2zZlMR6w2oP66h2qkMw,Steel Wheels,229 N Euclid Ave,St. Louis,MO,63108,38.644179,-90.2619607,5,10,0,"Fitness & Instruction, Cycling Classes, Active Life",True,True,,,,,,,,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMtdWCjWiqvkVQwQVf1cpg,Ray's Tree Service,"",St. Louis,MO,63101,38.6305392,-90.1928216,3.5,22,1,"Lawn Services, Tree Services, Home Services, Landscaping",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,,
WddIdOdcl-uxCfh2rk4jVg,The Service Bureau Fine Stationery & Gifts,9773 Clayton Rd,St. Louis,MO,63124,38.6387193,-90.3902105,4,6,1,"Flowers & Gifts, Shopping, Cards & Stationery, Arts & Crafts, Gift Shops, Event Planning & Services",,True,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,9:30-17:0,9:30-17:0,9:30-17:0,9:30-17:0,9:30-17:0,9:30-17:0,
GebKbFzq-76qMYwsH0_SSw,EZ Storage,4175 Chippewa St,St. Louis,MO,63116,38.5900668309,-90.2585767031,3.5,5,1,"Self Storage, Local Services",,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,9:0-18:0,9:0-18:0,9:0-18:0,9:0-14:0,9:0-13:0,
-rW8eTXkovH1NksTZzJ7Yg,Its A Wrap,5916 Delmar Blvd,St. Louis,MO,63112,38.6543139,-90.2912869,5,10,0,"Juice Bars & Smoothies, Food, Cafes, Specialty Food, Restaurants, Burgers",,True,True,2,,True,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,True,True,False,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,False,u'average',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,
EDDzBfCuhp9kwbcTRMpJAA,High Low,3301 Washington Blvd,St. Louis,MO,63103,38.637978,-90.226335,5,10,1,"Venues & Event Spaces, Event Planning & Services, Coffee & Tea, Art Galleries, Food, Arts & Entertainment, Shopping",,True,,,,True,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,
R1lq1J42UkLz4sEOOG6CVw,Steak ’n Shake,7606 Manchester,St. Louis,MO,63143,38.612792534,-90.3268591,2,107,0,"American (Traditional), Burgers, American (New), Breakfast & Brunch, Fast Food, Restaurants",,True,True,1,,True,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,False,False,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,True,u'average',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
RNpO8xsz2g6Cyyn__I5kQQ,Hiro Poké Co,211 N Broadway,St. Louis,MO,63102,38.6275671,-90.1895269,3.5,25,0,"Poke, Japanese, Food, Bars, Event Planning & Services, Caterers, Ramen, Restaurants, Nightlife, Vegan",,True,,,,True,True,True,u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,False,False,False,u'none',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",False,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,,,,,,,,,,,,0:0-0:0,10:0-15:0,10:0-15:0,10:0-15:0,10:0-15:0,,
EIF1W_-8weWgmDP5sbBOIg,Jimmy John's,5445 Telegraph Rd,St. Louis,MO,63129,38.4737875,-90.3055779,2.5,11,1,"Food Delivery Services, Fast Food, Food, Sandwiches, Restaurants, Delis",,True,,1,,True,True,True,u'no',None,True,False,False,,False,,,True,'casual',,,True,True,,,,,,,,,,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
s3qeBHfH0BGBD0lKZOmxfw,808 Maison,808 Geyer Ave,St. Louis,MO,63104,38.6080368,-90.2037418,4.5,16,0,"Nightlife, Wine Bars, Cocktail Bars, Gastropubs, Breakfast & Brunch, French, Restaurants, Bars",,True,True,,,False,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}",True,,True,True,True,False,u'full_bar',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,,,,,,,17:0-22:0,17:0-22:0,17:0-1:0,17:0-1:0,9:0-15:0
iYmNUctMWGGhh2yy0749IQ,Prioritized Pastries,4904 Devonshire Ave,St. Louis,MO,63109,38.586786,-90.2766165,4.5,8,1,"Food, Bakeries, Vegan, Restaurants, Gluten-Free",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11:0-16:0,11:0-16:0,
mMsgdRmHZ1m1Yi88YYJ87w,Simply CookingWithDonna,800 N Tucker Blvd,St. Louis,MO,63101,38.633379589,-90.1955675,4.5,13,1,"Southern, Soul Food, Restaurants, Chicken Shop, Cajun/Creole, Burgers",,,,,,True,True,True,,,True,,,,,,u'none',,,,,,,,,,,,,,,,,,,,,,,,,,11:0-14:30,11:0-20:0,12:0-20:0,13:0-19:0
9RSsUO5Ou1SAsY0l5Qu-Fg,The Red Shack,6401 W Park Ave,St. Louis,MO,63139,38.6274357708,-90.2932098145,3.5,27,0,"Restaurants, Diners, Seafood, Tex-Mex",,True,True,1,,True,False,True,'no',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,False,False,False,True,'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",False,True,,'quiet',"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",False,,,,,,,,,,,,,,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,
n96Fa5XhJJDiaIeNPU78uQ,Saint Louis Bread Co,3114 S Grand Blvd,St. Louis,MO,63118,38.6022004,-90.2421132,3,29,0,"Salad, Breakfast & Brunch, Restaurants, Bagels, Soup, Bakeries, Food, Sandwiches",,True,True,1,,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,True,False,False,,u'none',True,u'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}",,True,,u'average',,,,,,,,,,,,,,,,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,6:0-21:0,7:0-21:0
YdDhLRxF5UJQhQzM5IKjfA,Starbucks,521 Olive St,St. Louis,MO,63101,38.628118,-90.190009,3.5,27,0,"Food, Coffee & Tea",,True,True,2,,False,False,False,u'free',"{'garage': None, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
